Symbol, TimeStamp,  QuoteTimeStamp, SequenceNumber, BidTimeStamp,Bid, BidSize,  BidExchange, AskTimeStamp, Ask, AskSize, AskExchange,BidVol,MidVol,AskVol,Delta,EstDelta,Gamma,Rho,Vega,Theta,UnderlierBid,UnderlierAsk,ForwardPrice,Borrow,Reserved1,Reserved2,WMP,PFE
SPY   161216C00191000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3775823,5/26/2016 8:44:58 AM,21.81,339,C,5/26/2016 8:44:58 AM,21.95,83,M,0.18936,0.19089,0.1924,0.76182,0.76182,0.01149,0.59488,0.46273,-0.02392,209.63,209.64,206.78181,0.63744,18.635,3.245,0,0,
SPY   161216C00192000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769864,5/26/2016 8:44:57 AM,21.01,280,N,5/26/2016 8:44:57 AM,21.12,114,X,0.18757,0.18874,0.18993,0.75173,0.75173,0.01182,0.60314,0.48558,-0.02409,209.64,209.64999,206.79185,0.63747,17.645,3.42,0,0,
SPY   161216C00193000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3679780,5/26/2016 8:44:29 AM,20.2,322,C,5/26/2016 8:44:29 AM,20.31,96,C,0.18564,0.18674,0.18784,0.74052,0.74052,0.01216,0.56555,0.50494,-0.02429,209.62,209.63,206.77179,0.63741,16.625,3.63,0,0,
SPY   161216C00194000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769840,5/26/2016 8:44:57 AM,19.43,283,A,5/26/2016 8:44:57 AM,19.55,372,X,0.18358,0.18475,0.18591,0.72925,0.72925,0.01248,0.59162,0.51682,-0.02443,209.64,209.64999,206.79185,0.63747,15.645,3.845,0,0,
SPY   161216C00195000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3679765,5/26/2016 8:44:29 AM,18.62,279,W,5/26/2016 8:44:30 AM,18.76,900,W,0.18109,0.18244,0.18378,0.71755,0.71755,0.01282,0.58903,0.52067,-0.0245,209.62,209.63,206.77179,0.63741,14.625,4.065,0,0,
SPY   161216C00196000,5/26/2016 8:45:00 AM,5/26/2016 8:44:37 AM,3712480,5/26/2016 8:44:36 AM,17.83,285,N,5/26/2016 8:44:36 AM,17.95,117,X,0.17863,0.17978,0.18093,0.70603,0.70603,0.01318,0.58857,0.52386,-0.0245,209.62,209.63,206.77179,0.63741,13.625,4.265,0,0,
SPY   161216C00197000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3679757,5/26/2016 8:44:29 AM,17.08,286,W,5/26/2016 8:44:29 AM,17.2,65,N,0.17691,0.17805,0.1792,0.69338,0.69338,0.01349,0.59162,0.52649,-0.02463,209.62,209.63,206.77179,0.63741,12.625,4.515,0,0,
SPY   161216C00198000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769872,5/26/2016 8:44:57 AM,16.34,287,N,5/26/2016 8:44:57 AM,16.45,1123,X,0.17506,0.17606,0.17704,0.68097,0.68097,0.01384,0.55508,0.55284,-0.02474,209.64,209.64999,206.79185,0.63747,11.645,4.75,0,0,
SPY   161216C00199000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769853,5/26/2016 8:44:57 AM,15.59,284,A,5/26/2016 8:44:57 AM,15.7,164,M,0.17262,0.17361,0.1746,0.66785,0.66785,0.01421,0.54838,0.56169,-0.02473,209.64,209.64999,206.79185,0.63747,10.645,5,0,0,
SPY   161216C00200000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769837,5/26/2016 8:44:57 AM,14.85,290,N,5/26/2016 8:44:57 AM,14.96,141,X,0.17023,0.17119,0.17216,0.65434,0.65434,0.01459,0.57033,0.56908,-0.02471,209.64,209.64999,206.79185,0.63747,9.645,5.26,0,0,
SPY   161216C00201000,5/26/2016 8:45:00 AM,5/26/2016 8:44:37 AM,3712381,5/26/2016 8:44:36 AM,14.12,292,N,5/26/2016 8:44:36 AM,14.23,129,T,0.16806,0.16903,0.16998,0.64008,0.64008,0.01494,0.56794,0.57239,-0.0247,209.62,209.63,206.77179,0.63741,8.625,5.55,0,0,
SPY   161216C00202000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769860,5/26/2016 8:44:57 AM,13.43,293,N,5/26/2016 8:44:57 AM,13.53,818,X,0.1661,0.16697,0.16784,0.62596,0.62596,0.01528,0.56808,0.57453,-0.02469,209.64,209.64999,206.79185,0.63747,7.645,5.835,0,0,
SPY   161216C00203000,5/26/2016 8:45:00 AM,5/26/2016 8:44:57 AM,3769178,5/26/2016 8:44:57 AM,12.73,290,N,5/26/2016 8:44:54 AM,12.83,730,W,0.16426,0.1651,0.16595,0.6109,0.6109,0.01562,0.54312,0.59116,-0.0247,209.63,209.64,206.78181,0.63744,6.635,6.145,0,0,
SPY   161216C00204000,5/26/2016 8:45:00 AM,5/26/2016 8:44:37 AM,3712462,5/26/2016 8:44:36 AM,12.02,296,N,5/26/2016 8:44:36 AM,12.13,306,W,0.16152,0.16244,0.16338,0.59543,0.59543,0.01599,0.51596,0.59448,-0.02449,209.62,209.63,206.77179,0.63741,5.625,6.45,0,0,
SPY   161216C00205000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769873,5/26/2016 8:44:57 AM,11.37,298,N,5/26/2016 8:44:54 AM,11.47,780,X,0.15935,0.16018,0.16102,0.57985,0.57985,0.01632,0.53238,0.60126,-0.02432,209.64,209.64999,206.79185,0.63747,4.645,6.775,0,0,
SPY   161216C00206000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769858,5/26/2016 8:44:57 AM,10.73,299,N,5/26/2016 8:44:57 AM,10.81,2119,X,0.15738,0.15805,0.15871,0.56366,0.56366,0.01664,0.52979,0.60347,-0.02415,209.64,209.64999,206.79185,0.63747,3.645,7.125,0,0,
SPY   161216C00207000,5/26/2016 8:45:00 AM,5/26/2016 8:44:37 AM,3712442,5/26/2016 8:44:36 AM,10.05,296,N,5/26/2016 8:44:36 AM,10.16,3896,W,0.15489,0.15581,0.15672,0.54669,0.54669,0.01697,0.52987,0.60481,-0.02396,209.62,209.63,206.77179,0.63741,2.625,7.48,0,0,
SPY   161216C00208000,5/26/2016 8:45:00 AM,5/26/2016 8:44:37 AM,3712414,5/26/2016 8:44:36 AM,9.43,303,N,5/26/2016 8:44:36 AM,9.53,3390,W,0.15283,0.15365,0.15447,0.52953,0.52953,0.01726,0.47668,0.60948,-0.0237,209.62,209.63,206.77179,0.63741,1.625,7.855,0,0,
SPY   161216C00209000,5/26/2016 8:45:00 AM,5/26/2016 8:44:55 AM,3767517,5/26/2016 8:44:53 AM,8.83,407,W,5/26/2016 8:44:55 AM,8.9,5,H,0.15059,0.15116,0.15174,0.51177,0.51177,0.01753,0.46779,0.61036,-0.02331,209.62,209.63,206.77179,0.63741,0.625,8.24,0,0,
SPY   161216C00210000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3657575,5/26/2016 8:44:29 AM,8.22,301,A,5/26/2016 8:44:29 AM,8.31,199,C,0.14802,0.14876,0.14949,0.49365,0.49365,0.01779,0.48044,0.6123,-0.02292,209.62,209.63,206.77179,0.63741,0,8.265,0,0,
SPY   161216C00211000,5/26/2016 8:45:00 AM,5/26/2016 8:44:37 AM,3712374,5/26/2016 8:44:36 AM,7.64,2995,W,5/26/2016 8:44:36 AM,7.73,249,T,0.14585,0.14659,0.14732,0.47518,0.47518,0.01801,0.47958,0.61334,-0.02254,209.62,209.63,206.77179,0.63741,0,7.685,0,0,
SPY   161216C00212000,5/26/2016 8:45:00 AM,5/26/2016 8:44:37 AM,3712364,5/26/2016 8:44:36 AM,7.09,309,A,5/26/2016 8:44:36 AM,7.17,3631,W,0.14383,0.1445,0.14517,0.45635,0.45635,0.01819,0.42512,0.60475,-0.02213,209.62,209.63,206.77179,0.63741,0,7.13,0,0,
SPY   161216C00213000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769841,5/26/2016 8:44:57 AM,6.56,306,N,5/26/2016 8:44:57 AM,6.61,5,W,0.1414,0.14181,0.14223,0.43716,0.43716,0.01836,0.41503,0.6019,-0.02151,209.64,209.64999,206.79185,0.63747,0,6.585,0,0,
SPY   161216C00214000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3657691,5/26/2016 8:44:27 AM,6.01,2963,W,5/26/2016 8:44:27 AM,6.09,2176,X,0.13875,0.13941,0.14009,0.41695,0.41695,0.01847,0.42266,0.60089,-0.02091,209.62,209.63,206.77179,0.63741,0,6.05,0,0,
SPY   161216C00215000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3679754,5/26/2016 8:44:29 AM,5.53,315,W,5/26/2016 8:44:29 AM,5.59,5,M,0.13704,0.13753,0.13803,0.39718,0.39718,0.0185,0.42198,0.60085,-0.0204,209.62,209.63,206.77179,0.63741,0,5.56,0,0,
SPY   161216C00216000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3679832,5/26/2016 8:44:29 AM,5.04,2999,W,5/26/2016 8:44:29 AM,5.12,498,C,0.13451,0.1352,0.13589,0.37693,0.37693,0.01851,0.36308,0.57755,-0.01971,209.62,209.63,206.77179,0.63741,0,5.08,0,0,
SPY   161216C00217000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3657558,5/26/2016 8:44:28 AM,4.58,2021,X,5/26/2016 8:44:28 AM,4.64,136,C,0.13206,0.13258,0.13311,0.35606,0.35606,0.01847,0.35623,0.57172,-0.01891,209.62,209.63,206.77179,0.63741,0,4.61,0,0,
SPY   161216C00218000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3657543,5/26/2016 8:44:29 AM,4.15,317,W,5/26/2016 8:44:29 AM,4.21,237,C,0.13,0.13053,0.13105,0.33553,0.33553,0.01834,0.36063,0.56893,-0.0182,209.62,209.63,206.77179,0.63741,0,4.18,0,0,
SPY   161216C00219000,5/26/2016 8:45:00 AM,5/26/2016 8:44:37 AM,3712454,5/26/2016 8:44:36 AM,3.74,3130,W,5/26/2016 8:44:36 AM,3.8,288,C,0.12791,0.12847,0.12903,0.31493,0.31493,0.01816,0.30788,0.55139,-0.01745,209.62,209.63,206.77179,0.63741,0,3.77,0,0,
SPY   161216C00220000,5/26/2016 8:45:00 AM,5/26/2016 8:44:37 AM,3712405,5/26/2016 8:44:36 AM,3.35,3972,W,5/26/2016 8:44:36 AM,3.42,5625,W,0.12544,0.12611,0.12677,0.29426,0.29426,0.01789,0.29743,0.5275,-0.01657,209.62,209.63,206.77179,0.63741,0,3.385,0,0,
SPY   161216C00221000,5/26/2016 8:45:00 AM,5/26/2016 8:44:32 AM,3686743,5/26/2016 8:44:32 AM,2.99,2673,X,5/26/2016 8:44:32 AM,3.05,323,N,0.12365,0.12422,0.1248,0.27323,0.27323,0.01752,0.29943,0.52158,-0.01572,209.58,209.58,206.72665,0.63727,0,3.02,0,0,
SPY   161216C00222000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769843,5/26/2016 8:44:57 AM,2.65,3962,W,5/26/2016 8:44:57 AM,2.7,682,C,0.12125,0.12179,0.12232,0.25317,0.25317,0.01719,0.25097,0.50646,-0.01483,209.64,209.64999,206.79185,0.63747,0,2.675,0,0,
SPY   161216C00223000,5/26/2016 8:45:00 AM,5/26/2016 8:44:36 AM,3702987,5/26/2016 8:44:35 AM,2.32,4080,W,5/26/2016 8:44:35 AM,2.38,5641,W,0.11883,0.11947,0.12011,0.23222,0.23222,0.01667,0.24057,0.46912,-0.01383,209.59,209.60001,206.7417,0.63731,0,2.35,0,0,
SPY   161216C00224000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3679768,5/26/2016 8:44:29 AM,2.04,4159,W,5/26/2016 8:44:30 AM,2.09,28,I,0.11693,0.11747,0.11801,0.21289,0.21289,0.01613,0.24138,0.46249,-0.01293,209.62,209.63,206.77179,0.63741,0,2.065,0,0,
SPY   161216C00225000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3679815,5/26/2016 8:44:29 AM,1.77,2822,X,5/26/2016 8:44:29 AM,1.82,5625,W,0.11474,0.11536,0.11597,0.19352,0.19352,0.01551,0.19512,0.43638,-0.01198,209.62,209.63,206.77179,0.63741,0,1.795,0,0,
SPY   161216C00230000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3657544,5/26/2016 8:43:07 AM,0.8,4884,W,5/26/2016 8:43:07 AM,0.84,6750,W,0.10545,0.10618,0.10692,0.10989,0.10989,0.01149,0.11136,0.3122,-0.00748,209.62,209.63,206.77179,0.63741,0,0.82,0,0,
SPY   161216C00235000,5/26/2016 8:45:00 AM,5/26/2016 8:43:18 AM,3396719,5/26/2016 8:30:41 AM,0.33,5508,W,5/26/2016 8:30:41 AM,0.36,7423,W,0.09962,0.10056,0.1015,0.05563,0.05563,0.00723,0.05623,0.19452,-0.00418,209.56,209.57001,206.71161,0.63722,0,0.345,0,0,
SPY   161216C00240000,5/26/2016 8:45:00 AM,5/26/2016 8:43:53 AM,3512155,5/26/2016 8:43:53 AM,0.15,6199,W,5/26/2016 8:43:53 AM,0.17,8343,W,0.09866,0.09956,0.10046,0.02893,0.02893,0.00429,0.03613,0.11813,-0.00241,209.53999,209.55,206.69154,0.63716,0,0.16,0,0,
SPY   161216C00245000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637743,5/26/2016 8:33:19 AM,0.07,950,T,5/26/2016 8:33:19 AM,0.1,950,T,0.09854,0.10127,0.10373,0.01636,0.01636,0.0026,0.01635,0.07565,-0.0015,209.56,209.57001,206.71393,0.63954,0,0.085,0,0,
SPY   161216C00250000,5/26/2016 8:45:00 AM,5/26/2016 8:37:23 AM,1828450,5/26/2016 8:33:19 AM,0.04,950,T,5/26/2016 8:33:19 AM,0.07,2000,W,0.10184,0.10597,0.10915,0.0107,0.0107,0.00172,0.01054,0.05332,-0.00108,209.47,209.48,206.62466,0.64029,0,0.055,0,0,
SPY   161216C00255000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637746,5/26/2016 8:33:50 AM,0.03,6750,W,5/26/2016 8:33:50 AM,0.05,5390,W,0.10763,0.11123,0.11402,0.0077,0.0077,0.00123,0.00954,0.04147,-0.00085,209.56,209.57001,206.71393,0.63954,0,0.04,0,0,
SPY   161216C00260000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637728,5/26/2016 8:33:19 AM,0.02,6750,W,5/26/2016 8:33:19 AM,0.04,5375,W,0.11194,0.11653,0.12055,0.0057,0.0057,0.0009,0.00601,0.03153,-0.00068,209.56,209.57001,206.71393,0.63954,0,0.03,0,0,
SPY   161216C00265000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637744,5/26/2016 8:33:19 AM,0.01,4500,X,5/26/2016 8:33:19 AM,0.04,3583,X,0.11267,0.12306,0.12934,0.00461,0.00461,0.0007,0.00581,0.02659,-0.00059,209.56,209.57001,206.71393,0.63954,0,0.025,0,0,
SPY   161216C00270000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637731,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.03,5287,X,0,0.12494,0.13377,0.00286,0.00286,0.00045,0.00342,0.01774,-0.00039,209.56,209.57001,206.71393,0.63954,0,0.015,0,0,
SPY   161216C00275000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637726,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.03,5299,X,0,0.13287,0.14213,0.00271,0.00271,0.0004,0.00343,0.01673,-0.00039,209.56,209.57001,206.71393,0.63954,0,0.015,0,0,
SPY   161216C00280000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637739,5/26/2016 8:30:00 AM,0,0,J,5/26/2016 8:30:31 AM,0.02,65,Z,0,0.13533,0.14412,0.00184,0.00184,0.00028,0.00201,0.01183,-0.00028,209.56,209.57001,206.71393,0.63954,0,0.01,0,0,
SPY   161216C00285000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637723,5/26/2016 8:33:50 AM,0,0,Q,5/26/2016 8:33:50 AM,0.02,902,T,0,0.14258,0.15175,0.00176,0.00176,0.00025,0.002,0.01123,-0.00028,209.56,209.57001,206.71393,0.63954,0,0.01,0,0,
SPY   161216C00290000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637724,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.02,5251,X,0,0.14971,0.15925,0.00168,0.00168,0.00023,0.002,0.01068,-0.00028,209.56,209.57001,206.71393,0.63954,0,0.01,0,0,
SPY   161216C00295000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637752,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.02,5137,X,0,0.15671,0.16662,0.00162,0.00162,0.00021,0.002,0.01014,-0.00029,209.56,209.57001,206.71393,0.63954,0,0.01,0,0,
SPY   161216C00300000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637730,5/26/2016 8:33:50 AM,0,0,A,5/26/2016 8:33:50 AM,0.01,5400,W,0,0.15474,0.16351,0.00086,0.00086,0.00012,0.00109,0.00601,-0.00016,209.56,209.57001,206.71393,0.63954,0,0.005,0,0,
SPY   161216C00305000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637727,5/26/2016 8:33:19 AM,0,0,Q,5/26/2016 8:33:19 AM,0.01,750,T,0,0.16105,0.17007,0.00083,0.00083,0.00011,0.00082,0.00567,-0.00016,209.56,209.57001,206.71393,0.63954,0,0.005,0,0,
SPY   161216C00310000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637735,5/26/2016 8:33:19 AM,0,0,A,5/26/2016 8:33:19 AM,0.01,637,T,0,0.16718,0.17649,0.00081,0.00081,0.00011,0.0008,0.00546,-0.00016,209.56,209.57001,206.71393,0.63954,0,0.005,0,0,
SPY   161216C00315000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637716,5/26/2016 8:33:50 AM,0,0,Q,5/26/2016 8:33:50 AM,0.01,950,T,0,0.1732,0.1828,0.00078,0.00078,0.0001,0.00077,0.00526,-0.00016,209.56,209.57001,206.71393,0.63954,0,0.005,0,0,
SPY   161216P00015000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637734,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,100,X,0,1.06645,1.1245,-0.00011,-0.00011,0,-0.00015,0.00067,-0.00016,209.56,209.57001,206.71393,0.63954,0,0.005,0,0,
SPY   161216P00020000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637737,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,250,H,0,0.94658,0.9977,-0.00013,-0.00013,0,-0.00017,0.00077,-0.00016,209.56,209.57001,206.71393,0.63954,0,0.005,0,0,
SPY   161216P00025000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637725,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,314,H,0,0.85482,0.90078,-0.00014,-0.00014,0,-0.00019,0.00086,-0.00016,209.56,209.57001,206.71393,0.63954,0,0.005,0,0,
SPY   161216P00030000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637717,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,250,H,0,0.78057,0.82244,-0.00016,-0.00016,1E-05,-0.0002,0.00095,-0.00016,209.56,209.57001,206.71393,0.63954,0,0.005,0,0,
SPY   161216P00035000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637719,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,250,H,0,0.71825,0.75675,-0.00017,-0.00017,1E-05,-0.00022,0.00104,-0.00017,209.56,209.57001,206.71393,0.63954,0,0.005,0,0,
SPY   161216P00040000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637740,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,250,H,0,0.66457,0.7002,-0.00019,-0.00019,1E-05,-0.00024,0.00113,-0.00017,209.56,209.57001,206.71393,0.63954,0,0.005,0,0,
SPY   161216P00045000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637754,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,250,H,0,0.61744,0.65056,-0.0002,-0.0002,1E-05,-0.00025,0.00123,-0.00016,209.56,209.57001,206.71393,0.63954,0,0.005,0,0,
SPY   161216P00050000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637720,5/26/2016 8:30:31 AM,0.01,4500,X,5/26/2016 8:30:02 AM,0.02,625,Q,0.60635,0.62664,0.64217,-0.00055,-0.00055,2E-05,-0.0007,0.00309,-0.00043,209.56,209.57001,206.71393,0.63954,0,0.015,0,0,
SPY   161216P00055000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637729,5/26/2016 8:30:00 AM,0.01,4500,X,5/26/2016 8:30:00 AM,0.02,248,H,0.56647,0.58547,0.60001,-0.00059,-0.00059,2E-05,-0.00074,0.00332,-0.00043,209.56,209.57001,206.71393,0.63954,0,0.015,0,0,
SPY   161216P00060000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637736,5/26/2016 8:30:00 AM,0.02,5500,X,5/26/2016 8:30:00 AM,0.03,248,H,0.56165,0.57289,0.58251,-0.00097,-0.00097,4E-05,-0.00122,0.00521,-0.00066,209.56,209.57001,206.71393,0.63954,0,0.025,0,0,
SPY   161216P00065000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637718,5/26/2016 8:31:11 AM,0.03,248,H,5/26/2016 8:30:35 AM,0.04,700,Q,0.54605,0.55402,0.56119,-0.00137,-0.00137,5E-05,-0.00172,0.00712,-0.00088,209.56,209.57001,206.71393,0.63954,0,0.035,0,0,
SPY   161216P00070000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637721,5/26/2016 8:30:02 AM,0.04,620,Q,5/26/2016 8:30:02 AM,0.05,4856,W,0.52661,0.53276,0.53841,-0.00179,-0.00179,7E-05,-0.00225,0.00912,-0.00109,209.56,209.57001,206.71393,0.63954,0,0.045,0,0,
SPY   161216P00075000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637722,5/26/2016 8:30:02 AM,0.05,5896,W,5/26/2016 8:30:02 AM,0.06,4714,W,0.5056,0.51054,0.51517,-0.00224,-0.00224,9E-05,-0.00283,0.01121,-0.00128,209.56,209.57001,206.71393,0.63954,0,0.055,0,0,
SPY   161216P00080000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637745,5/26/2016 8:30:00 AM,0.06,248,H,5/26/2016 8:30:00 AM,0.07,248,H,0.48397,0.48808,0.49198,-0.00273,-0.00273,0.00011,-0.00343,0.0134,-0.00147,209.56,209.57001,206.71393,0.63954,0,0.065,0,0,
SPY   161216P00085000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637732,5/26/2016 8:30:10 AM,0.08,10,M,5/26/2016 8:30:10 AM,0.09,620,Q,0.46907,0.47224,0.47529,-0.0036,-0.0036,0.00015,-0.00453,0.01721,-0.00183,209.56,209.57001,206.71393,0.63954,0,0.085,0,0,
SPY   161216P00090000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637742,5/26/2016 8:30:00 AM,0.09,4500,X,5/26/2016 8:30:00 AM,0.1,248,H,0.44655,0.44931,0.45198,-0.00418,-0.00418,0.00018,-0.00524,0.01971,-0.00199,209.56,209.57001,206.71393,0.63954,0,0.095,0,0,
SPY   161216P00092000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637753,5/26/2016 8:30:30 AM,0.1,48,Z,5/26/2016 8:30:11 AM,0.11,620,Q,0.44081,0.44332,0.44576,-0.00464,-0.00464,0.0002,-0.00581,0.0216,-0.00216,209.56,209.57001,206.71393,0.63954,0,0.105,0,0,
SPY   161216P00095000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637738,5/26/2016 8:30:30 AM,0.11,65,Z,5/26/2016 8:30:11 AM,0.12,620,Q,0.42928,0.43156,0.43378,-0.00517,-0.00517,0.00022,-0.00646,0.0238,-0.00232,209.56,209.57001,206.71393,0.63954,0,0.115,0,0,
SPY   161216P00097000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637733,5/26/2016 8:33:19 AM,0.12,484,W,5/26/2016 8:33:19 AM,0.13,484,W,0.42298,0.42508,0.42713,-0.00566,-0.00566,0.00025,-0.00707,0.0258,-0.00248,209.56,209.57001,206.71393,0.63954,0,0.125,0,0,
SPY   161216P00100000,5/26/2016 8:45:00 AM,5/26/2016 8:42:52 AM,3268080,5/26/2016 8:42:52 AM,0.13,7797,W,5/26/2016 8:42:52 AM,0.14,484,W,0.41087,0.4128,0.41467,-0.00624,-0.00624,0.00028,-0.00779,0.02819,-0.00263,209.42,209.42999,206.57347,0.63908,0,0.135,0,0,
SPY   161216P00105000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3695720,5/26/2016 8:44:33 AM,0.16,9234,W,5/26/2016 8:44:33 AM,0.17,484,W,0.396,0.39759,0.39914,-0.00774,-0.00774,0.00035,-0.00968,0.03409,-0.00307,209.60001,209.61,206.75172,0.63734,0,0.165,0,0,
SPY   161216P00110000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637749,5/26/2016 8:30:00 AM,0.2,4500,X,5/26/2016 8:30:00 AM,0.21,242,H,0.38215,0.38344,0.3847,-0.00973,-0.00973,0.00044,-0.01215,0.04163,-0.00363,209.56,209.57001,206.71393,0.63954,0,0.205,0,0,
SPY   161216P00115000,5/26/2016 8:45:00 AM,5/26/2016 8:43:23 AM,3419380,5/26/2016 8:43:22 AM,0.24,3071,X,5/26/2016 8:43:22 AM,0.26,472,W,0.36675,0.3689,0.37099,-0.01205,-0.01205,0.00055,-0.01506,0.05014,-0.00421,209.50999,209.52,206.66145,0.63707,0,0.25,0,0,
SPY   161216P00120000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3657592,5/26/2016 8:42:52 AM,0.3,8466,W,5/26/2016 8:42:52 AM,0.31,472,W,0.35445,0.35534,0.35621,-0.01488,-0.01488,0.00068,-0.01858,0.06008,-0.00488,209.62,209.63,206.77179,0.63741,0,0.305,0,0,
SPY   161216P00125000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3657573,5/26/2016 8:42:52 AM,0.37,6677,W,5/26/2016 8:42:52 AM,0.38,460,W,0.34169,0.34242,0.34315,-0.01848,-0.01848,0.00085,-0.02312,0.07237,-0.00568,209.62,209.63,206.77179,0.63741,0,0.375,0,0,
SPY   161216P00130000,5/26/2016 8:45:00 AM,5/26/2016 8:44:32 AM,3686726,5/26/2016 8:44:32 AM,0.44,8750,W,5/26/2016 8:44:32 AM,0.46,3686,W,0.32723,0.32848,0.3297,-0.02254,-0.02254,0.00105,-0.02817,0.08545,-0.00646,209.58,209.58,206.72665,0.63727,0,0.45,0,0,
SPY   161216P00135000,5/26/2016 8:45:00 AM,5/26/2016 8:44:37 AM,3712391,5/26/2016 8:44:36 AM,0.54,7186,W,5/26/2016 8:44:36 AM,0.56,436,W,0.31514,0.31618,0.31721,-0.0278,-0.0278,0.0013,-0.03479,0.10192,-0.00744,209.62,209.63,206.77179,0.63741,0,0.55,0,0,
